,9 Point Prediction
2015-09-27,0.1688232
2015-09-28,0.16826685
2015-09-29,0.16826685
2015-09-30,0.16826685
2015-10-01,0.16895966
2015-10-02,0.16810806
2015-10-03,0.16840936
2015-10-04,0.16820095
2015-10-05,0.16841036
2015-10-06,0.16846837
2015-10-07,0.16855198
2015-10-08,0.16892962
2015-10-09,0.16864818
2015-10-10,0.16877593
2015-10-11,0.16956005
2015-10-12,0.16957723
2015-10-13,0.1698432
2015-10-14,0.16881025
2015-10-15,0.16939807
2015-10-16,0.1694409
2015-10-17,0.1680608
2015-10-18,0.16803299
2015-10-19,0.16815709
2015-10-20,0.16800617
2015-10-21,0.16806896
2015-10-22,0.16793092
2015-10-23,0.16821213
2015-10-24,0.16793787
2015-10-25,0.16799401
2015-10-26,0.16782938
2015-10-27,0.16781808
2015-10-28,0.16810335
2015-10-29,0.16793333
2015-10-30,0.1678331
2015-10-31,0.16795298
2015-11-01,0.16841762
2015-11-02,0.16826642
2015-11-03,0.16827825
2015-11-04,0.16840388
2015-11-05,0.16856235
2015-11-06,0.16939032
2015-11-07,0.16905172
2015-11-08,0.16853268
2015-11-09,0.16859211
2015-11-10,0.16859211
2015-11-11,0.1688642
2015-11-12,0.16910864
2015-11-13,0.1704887
2015-11-14,0.16968794
2015-11-15,0.17014167
2015-11-16,0.1692204
2015-11-17,0.16942047
2015-11-18,0.16896553
2015-11-19,0.16877134
2015-11-20,0.16864206
2015-11-21,0.16779695
2015-11-22,0.16803461
2015-11-23,0.16833983
2015-11-24,0.16895863
2015-11-25,0.16895863
2015-11-26,0.16919671
2015-11-27,0.17700909
2015-11-28,0.17380875
2015-11-29,0.17445476
2015-11-30,0.17244004
2015-12-01,0.17012765
2015-12-02,0.17006232
2015-12-03,0.18348818
2015-12-04,0.17780869
2015-12-05,0.1785904
2015-12-06,0.1785904
2015-12-07,0.1705742
2015-12-08,0.1705742
2015-12-09,0.1703581
2015-12-10,0.17250143
2015-12-11,0.1724204
2015-12-12,0.17152603
2015-12-13,0.17141543
2015-12-14,0.16956438
2015-12-15,0.1727195
2015-12-16,0.17241444
2015-12-17,0.17017643
2015-12-18,0.17051913
2015-12-19,0.1917484
2015-12-20,0.1794126
2015-12-21,0.18280707
2015-12-22,0.17507051
2015-12-23,0.2124903
2015-12-24,0.2724082
2015-12-25,0.2761008
2015-12-26,0.3077319
2015-12-27,0.34594858
2015-12-28,0.46421313
2015-12-29,0.37418208
2015-12-30,0.33442354
2015-12-31,0.32732844
2016-01-01,0.35012108
2016-01-02,0.2695486
2016-01-03,0.30455816
2016-01-04,0.32849464
2016-01-05,0.3545876
2016-01-06,0.4093545
2016-01-07,0.3926264
2016-01-08,0.2982521
2016-01-09,0.25755915
2016-01-10,0.26296616
2016-01-11,0.26113826
2016-01-12,0.26533324
2016-01-13,0.2592134
2016-01-14,0.24661459
2016-01-15,0.25290674
2016-01-16,0.21293284
2016-01-17,0.18652922
2016-01-18,0.1851472
2016-01-19,0.1857232
2016-01-20,0.22161624
2016-01-21,0.22912833
2016-01-22,0.22090192
2016-01-23,0.21058795
2016-01-24,0.19296445
2016-01-25,0.18662165
2016-01-26,0.20202449
2016-01-27,0.2198845
2016-01-28,0.17506352
2016-01-29,0.20057093
2016-01-30,0.21526143
2016-01-31,0.21013838
2016-02-01,0.21877538
2016-02-02,0.17629382
2016-02-03,0.19601826
2016-02-04,0.17813261
2016-02-05,0.18024835
2016-02-06,0.19953008
2016-02-07,0.31378877
2016-02-08,0.19580077
2016-02-09,0.18798447
2016-02-10,0.17639403
2016-02-11,0.17792182
2016-02-12,0.17859788
2016-02-13,0.18382071
2016-02-14,0.2268012
2016-02-15,0.2263714
2016-02-16,0.19271915
2016-02-17,0.18673289
2016-02-18,0.19101594
2016-02-19,0.19187437
2016-02-20,0.17874065
2016-02-21,0.18035601
2016-02-22,0.18013251
2016-02-23,0.18014564
2016-02-24,0.17695303
2016-02-25,0.17696883
2016-02-26,0.17644499
2016-02-27,0.17624535
2016-02-28,0.17597075
2016-02-29,0.17617576
2016-03-01,0.17710042
2016-03-02,0.17710042
2016-03-03,0.17699654
2016-03-04,0.17549096
2016-03-05,0.17439097
2016-03-06,0.17431171
2016-03-07,0.17569445
2016-03-08,0.17736816
2016-03-09,0.17702934
2016-03-10,0.17470352
2016-03-11,0.1746497
2016-03-12,0.1745521
2016-03-13,0.17445542
2016-03-14,0.17654528
2016-03-15,0.17640899
2016-03-16,0.17450707
2016-03-17,0.17591931
2016-03-18,0.17591931
2016-03-19,0.17471178
2016-03-20,0.17627084
2016-03-21,0.17703258
2016-03-22,0.17660777
2016-03-23,0.17783248
2016-03-24,0.17803082
2016-03-25,0.17799638
2016-03-26,0.17799638
2016-03-27,0.17182131
2016-03-28,0.17210332
2016-03-29,0.17128955
2016-03-30,0.17167102
2016-03-31,0.17551087
2016-04-01,0.17428665
2016-04-02,0.17520908
2016-04-03,0.17522953
2016-04-04,0.17598963
2016-04-05,0.1755739
2016-04-06,0.17600605
2016-04-07,0.17676075
2016-04-08,0.17445661
2016-04-09,0.1725247
2016-04-10,0.17295583
2016-04-11,0.17389543
2016-04-12,0.17306803
2016-04-13,0.17325751
2016-04-14,0.17270648
2016-04-15,0.17182001
2016-04-16,0.17267619
2016-04-17,0.1723311
2016-04-18,0.1726832
2016-04-19,0.1726832
2016-04-20,0.17174627
2016-04-21,0.17146556
2016-04-22,0.17124845
2016-04-23,0.17143363
2016-04-24,0.17141895
2016-04-25,0.17018445
2016-04-26,0.16935332
2016-04-27,0.1701381
2016-04-28,0.17091615
2016-04-29,0.17108668
2016-04-30,0.17151639
2016-05-01,0.169914
2016-05-02,0.16967408
2016-05-03,0.16926269
2016-05-04,0.17068204
2016-05-05,0.17142764
2016-05-06,0.17187354
2016-05-07,0.17138554
2016-05-08,0.17164908
2016-05-09,0.17144929
2016-05-10,0.17180575
2016-05-11,0.17107841
2016-05-12,0.17054848
2016-05-13,0.17070405
2016-05-14,0.1713439
2016-05-15,0.17144029
2016-05-16,0.17149732
2016-05-17,0.17065491
2016-05-18,0.16974515
2016-05-19,0.16955654
2016-05-20,0.17044199
2016-05-21,0.17007889
2016-05-22,0.17004451
2016-05-23,0.170413
2016-05-24,0.16989054
2016-05-25,0.16995545
2016-05-26,0.16913415
2016-05-27,0.16932544
2016-05-28,0.16929318
2016-05-29,0.1692576
2016-05-30,0.1691128
2016-05-31,0.169149
2016-06-01,0.16874473
2016-06-02,0.16872567
2016-06-03,0.16874489
2016-06-04,0.16874489
2016-06-05,0.1691661
2016-06-06,0.16854933
2016-06-07,0.16836001
2016-06-08,0.16832754
2016-06-09,0.16866317
2016-06-10,0.16853185
2016-06-11,0.1688808
2016-06-12,0.1686102
2016-06-13,0.1683061
2016-06-14,0.16824874
2016-06-15,0.16836855
2016-06-16,0.16832335
2016-06-17,0.16850527
2016-06-18,0.16852242
2016-06-19,0.16878426
2016-06-20,0.16879778
2016-06-21,0.16841097
2016-06-22,0.1682255
2016-06-23,0.16808756
2016-06-24,0.16821955
2016-06-25,0.16830869
2016-06-26,0.16813657
2016-06-27,0.16801454
2016-06-28,0.16807479
2016-06-29,0.16822912
2016-06-30,0.1686102
2016-07-01,0.1686102
2016-07-02,
2016-07-03,
2016-07-04,
2016-07-05,
2016-07-06,
2016-07-07,
2016-07-08,
2016-07-09,
2016-07-10,
2016-07-11,
2016-07-12,
2016-07-13,0.35027814
2016-07-14,0.37259126
2016-07-15,0.37664214
2016-07-16,0.37664214
2016-07-17,0.37664214
2016-07-18,0.3761808
2016-07-19,0.3761808
2016-07-20,0.3761808
2016-07-21,0.3761808
2016-07-22,0.3761808
2016-07-23,0.35322437
2016-07-24,0.33825773
2016-07-25,0.31671306
2016-07-26,0.34526968
2016-07-27,0.35557416
2016-07-28,0.36668563
2016-07-29,0.33003837
2016-07-30,0.36304355
2016-07-31,0.33020872
2016-08-01,0.3289628
2016-08-02,0.3133207
2016-08-03,0.30994222
2016-08-04,0.30974457
2016-08-05,0.30974457
2016-08-06,0.3237411
2016-08-07,0.3237411
2016-08-08,0.326007
2016-08-09,
2016-08-10,
2016-08-11,
2016-08-12,
2016-08-13,0.21866243
2016-08-14,0.28392518
2016-08-15,0.27763793
2016-08-16,0.26177076
2016-08-17,0.27168256
2016-08-18,0.27202123
2016-08-19,0.2716303
2016-08-20,0.28090727
2016-08-21,0.27574623
2016-08-22,0.27484107
2016-08-23,0.26659524
2016-08-24,0.25576776
2016-08-25,0.27440196
2016-08-26,0.2578696
2016-08-27,0.19838284
2016-08-28,0.18945338
2016-08-29,0.18728192
2016-08-30,0.18899466
2016-08-31,0.17390005
2016-09-01,0.17447235
2016-09-02,0.17031644
2016-09-03,0.17002803
2016-09-04,0.16934408
2016-09-05,0.1689398
2016-09-06,0.16861962
2016-09-07,0.1683368
2016-09-08,0.1684341
2016-09-09,0.1685683
2016-09-10,0.16851743
2016-09-11,0.16885865
2016-09-12,0.16914037
2016-09-13,0.16950934
2016-09-14,0.1688718
2016-09-15,0.1693104
2016-09-16,0.16926664
2016-09-17,0.16926664
2016-09-18,0.16813357
2016-09-19,0.16872893
2016-09-20,0.16825916
2016-09-21,0.16815867
2016-09-22,0.16817012
2016-09-23,0.16850983
2016-09-24,0.16899449
2016-09-25,0.16829841
2016-09-26,0.16839117
2016-09-27,0.16830985
2016-09-28,0.16815753
2016-09-29,0.16814457
2016-09-30,0.16909598
2016-10-01,0.16836397
2016-10-02,0.1690004
2016-10-03,0.16872467
2016-10-04,0.16876373
2016-10-05,0.16893852
2016-10-06,0.16815391
2016-10-07,0.1682411
2016-10-08,0.16817938
2016-10-09,0.16829562
2016-10-10,0.16913907
2016-10-11,0.16915987
2016-10-12,0.16919991
2016-10-13,0.16859694
2016-10-14,0.16845666
2016-10-15,0.16879375
2016-10-16,0.16857149
2016-10-17,0.16859345
2016-10-18,0.16854878
2016-10-19,0.16809599
2016-10-20,0.1680791
2016-10-21,0.16809407
2016-10-22,0.16813798
2016-10-23,0.168123
2016-10-24,0.16872202
2016-10-25,0.16865845
2016-10-26,0.16844879
2016-10-27,0.16905521
2016-10-28,0.16905521
2016-10-29,0.16825317
2016-10-30,0.16850984
2016-10-31,0.1680096
2016-11-01,0.16798402
2016-11-02,0.16875082
2016-11-03,0.1686215
2016-11-04,0.16858597
2016-11-05,0.16827078
2016-11-06,0.16863354
2016-11-07,0.16854902
2016-11-08,0.16861562
2016-11-09,0.16861562
2016-11-10,0.16862516
2016-11-11,0.16805755
2016-11-12,0.16881776
2016-11-13,0.16891038
2016-11-14,0.17016472
2016-11-15,0.17060487
2016-11-16,0.17060487
2016-11-17,0.17017557
2016-11-18,0.17017968
2016-11-19,0.17093135
2016-11-20,0.17080425
2016-11-21,0.17566754
2016-11-22,0.17311834
2016-11-23,0.17052488
2016-11-24,0.16836266
2016-11-25,0.16914149
2016-11-26,0.17000979
2016-11-27,0.16891973
2016-11-28,0.23064844
2016-11-29,0.2107418
2016-11-30,0.17886673
2016-12-01,0.18031545
2016-12-02,0.3107405
2016-12-03,0.39974898
2016-12-04,0.37909907
2016-12-05,0.2565456
2016-12-06,0.31122547
2016-12-07,0.39641386
2016-12-08,0.385957
2016-12-09,0.35410166
2016-12-10,0.44373578
2016-12-11,0.24649112
2016-12-12,0.22483711
2016-12-13,0.22854562
2016-12-14,0.30262762
2016-12-15,0.32631242
2016-12-16,0.37504885
2016-12-17,0.33241892
2016-12-18,0.18403156
2016-12-19,0.17168392
2016-12-20,0.1769541
2016-12-21,0.18722995
2016-12-22,0.176731
2016-12-23,0.24759237
2016-12-24,0.18222798
2016-12-25,0.234275
2016-12-26,0.2743103
2016-12-27,0.25869578
2016-12-28,0.22592928
2016-12-29,0.2504118
2016-12-30,0.2173218
2016-12-31,0.24652548
2017-01-01,0.24187009
2017-01-02,0.25019166
2017-01-03,0.26364803
2017-01-04,0.3073132
2017-01-05,0.31776536
2017-01-06,0.34929353
2017-01-07,0.27700505
2017-01-08,0.25648975
2017-01-09,0.28596184
2017-01-10,0.37288356
2017-01-11,0.3925754
2017-01-12,0.32468274
2017-01-13,0.32387656
2017-01-14,0.36816517
2017-01-15,0.43961203
2017-01-16,0.43794098
2017-01-17,0.41935515
2017-01-18,0.5489809
2017-01-19,0.50389916
2017-01-20,0.47849846
2017-01-21,0.4959061
2017-01-22,0.5416221
2017-01-23,0.5212149
2017-01-24,0.6901774
2017-01-25,0.75629884
2017-01-26,0.6866992
2017-01-27,0.5509265
2017-01-28,0.59669954
2017-01-29,0.55267096
2017-01-30,0.50501776
2017-01-31,0.28594786
2017-02-01,0.2720023
2017-02-02,0.3587246
2017-02-03,0.2770506
2017-02-04,0.30684787
2017-02-05,0.2858075
2017-02-06,0.2405716
2017-02-07,0.23515008
2017-02-08,0.26906812
2017-02-09,0.27674538
2017-02-10,0.3231234
2017-02-11,0.27985728
2017-02-12,0.24036346
2017-02-13,0.21374471
2017-02-14,0.21510334
2017-02-15,0.23121114
2017-02-16,0.29989287
2017-02-17,0.26823637
2017-02-18,0.25362596
2017-02-19,0.21323378
2017-02-20,0.23088555
2017-02-21,0.21916337
2017-02-22,0.219842
2017-02-23,0.2019737
2017-02-24,0.18524913
2017-02-25,0.21410845
2017-02-26,0.26108125
2017-02-27,0.2633158
2017-02-28,0.30621266
2017-03-01,0.21308218
2017-03-02,0.3314166
2017-03-03,0.21234402
2017-03-04,0.26029503
2017-03-05,0.280134
2017-03-06,0.25511664
2017-03-07,0.17395094
2017-03-08,0.1744463
2017-03-09,0.1792935
2017-03-10,0.17747436
2017-03-11,0.17959471
2017-03-12,0.1904221
2017-03-13,0.2157893
2017-03-14,0.215212
2017-03-15,0.1768141
2017-03-16,0.1767026
2017-03-17,0.17644894
2017-03-18,0.20647988
2017-03-19,0.20720069
2017-03-20,0.17696716
2017-03-21,0.17700358
2017-03-22,0.18082719
2017-03-23,0.1802831
2017-03-24,0.17798649
2017-03-25,0.18172894
2017-03-26,0.1839578
2017-03-27,0.18399838
2017-03-28,0.1840168
2017-03-29,0.18363501
2017-03-30,0.17545429
2017-03-31,0.17479996
2017-04-01,0.17635606
2017-04-02,0.17635576
2017-04-03,0.17490123
2017-04-04,0.1749954
2017-04-05,0.17475802
2017-04-06,0.17475802
2017-04-07,0.17706765
2017-04-08,0.17686458
2017-04-09,0.17686458
2017-04-10,0.1728978
2017-04-11,0.23760216
2017-04-12,0.1764911
2017-04-13,0.1768557
2017-04-14,0.1804429
2017-04-15,0.17593484
2017-04-16,0.17593484
2017-04-17,0.17745776
2017-04-18,0.17750053
2017-04-19,0.17599891
2017-04-20,0.17687282
2017-04-21,0.17729782
2017-04-22,0.17671964
2017-04-23,0.17300473
2017-04-24,0.17308961
2017-04-25,0.17285995
2017-04-26,0.17285995
2017-04-27,0.17078689
2017-04-28,0.17018555
2017-04-29,0.17177936
2017-04-30,0.17189518
2017-05-01,0.17153345
2017-05-02,0.17124508
2017-05-03,0.17140892
2017-05-04,0.17209521
2017-05-05,0.17245556
2017-05-06,0.17342661
2017-05-07,0.17195256
2017-05-08,0.17152058
2017-05-09,0.17189567
2017-05-10,0.17122526
2017-05-11,0.17096801
2017-05-12,0.17220525
2017-05-13,0.17220525
2017-05-14,0.17029499
2017-05-15,0.16929863
2017-05-16,0.1704111
2017-05-17,0.17090456
2017-05-18,0.1704756
2017-05-19,0.17149863
2017-05-20,0.16970585
2017-05-21,0.1687079
2017-05-22,0.16846693
2017-05-23,0.1686248
2017-05-24,0.16888429
2017-05-25,0.16881439
2017-05-26,0.16879009
2017-05-27,0.16853704
2017-05-28,0.16853704
2017-05-29,0.16849029
2017-05-30,0.16846757
2017-05-31,0.16852155
2017-06-01,0.16853721
2017-06-02,0.16851832
2017-06-03,0.16849382
2017-06-04,0.16847272
2017-06-05,0.16848786
2017-06-06,0.16838653
2017-06-07,0.168357
2017-06-08,0.16841759
2017-06-09,0.16854922
2017-06-10,0.16870256
2017-06-11,0.16847207
2017-06-12,0.1682753
2017-06-13,0.1683727
2017-06-14,0.16848119
2017-06-15,0.16845688
2017-06-16,0.16848181
2017-06-17,0.16831551
2017-06-18,0.16842332
2017-06-19,0.1682927
2017-06-20,0.16839084
2017-06-21,0.16849968
2017-06-22,0.16826653
2017-06-23,0.16842021
2017-06-24,0.16848667
2017-06-25,0.16849495
2017-06-26,0.16859342
2017-06-27,0.16913277
2017-06-28,0.16896795
2017-06-29,0.1696827
2017-06-30,0.16993724
2017-07-01,0.17402866
2017-07-02,
2017-07-03,
2017-07-04,
2017-07-05,
2017-07-06,
2017-07-07,
2017-07-08,
2017-07-09,
2017-07-10,
2017-07-11,
2017-07-12,
2017-07-13,0.17656396
2017-07-14,0.17656396
2017-07-15,0.17656396
2017-07-16,0.17981042
2017-07-17,0.18678623
2017-07-18,0.1979496
2017-07-19,0.17913412
2017-07-20,0.2031028
2017-07-21,0.19128473
2017-07-22,0.19601716
2017-07-23,0.19459991
2017-07-24,0.22290568
2017-07-25,0.24834637
2017-07-26,0.19870843
2017-07-27,0.19814675
2017-07-28,0.26385257
2017-07-29,0.24694686
2017-07-30,0.2633537
2017-07-31,0.27545774
2017-08-01,0.29762673
2017-08-02,0.29762673
2017-08-03,0.31679708
2017-08-04,0.31256545
2017-08-05,0.27994508
2017-08-06,0.18952827
2017-08-07,0.18976468
2017-08-08,0.19074951
2017-08-09,
2017-08-10,
2017-08-11,
2017-08-12,
2017-08-13,0.21866243
2017-08-14,0.18949558
2017-08-15,0.20753701
2017-08-16,0.17358519
2017-08-17,0.17671616
2017-08-18,0.17677437
2017-08-19,0.17238049
2017-08-20,0.17292063
2017-08-21,0.17202462
2017-08-22,0.1709776
2017-08-23,0.17087315
2017-08-24,0.17148747
2017-08-25,0.17174506
2017-08-26,0.17092715
2017-08-27,0.17116675
2017-08-28,0.17138311
2017-08-29,0.17125323
2017-08-30,0.17251682
2017-08-31,0.17230159
2017-09-01,0.17158104
2017-09-02,0.17161924
2017-09-03,0.17263415
2017-09-04,0.17206164
2017-09-05,0.16815118
2017-09-06,0.1683122
2017-09-07,0.16827458
2017-09-08,0.16807409
2017-09-09,0.16796328
2017-09-10,0.16795489
2017-09-11,0.16793083
2017-09-12,0.1679296
2017-09-13,0.16785896
2017-09-14,0.16827844
2017-09-15,0.1682014
2017-09-16,0.16800186
2017-09-17,0.16800186
2017-09-18,0.16803238
2017-09-19,0.16809571
2017-09-20,0.16815744
2017-09-21,0.16797273
2017-09-22,0.16802701
2017-09-23,0.16802701
2017-09-24,0.16781275
2017-09-25,0.16802298
2017-09-26,0.16881616
2017-09-27,0.16816503
2017-09-28,0.16808154
2017-09-29,0.16837834
2017-09-30,0.16822869
2017-10-01,0.16891131
2017-10-02,0.16912122
2017-10-03,0.16858037
2017-10-04,0.16885544
2017-10-05,0.16894877
2017-10-06,0.1689819
2017-10-07,0.16897388
2017-10-08,0.16869183
2017-10-09,0.1690874
2017-10-10,0.16845886
2017-10-11,0.16861449
2017-10-12,0.16881448
2017-10-13,0.16867469
2017-10-14,0.1688414
2017-10-15,0.16883744
2017-10-16,0.16933237
2017-10-17,0.16896027
2017-10-18,0.16869031
2017-10-19,0.16853179
2017-10-20,0.1677179
2017-10-21,0.16836138
2017-10-22,0.16836171
2017-10-23,0.16802034
2017-10-24,0.16857003
2017-10-25,0.16840011
2017-10-26,0.16849492
2017-10-27,0.16818547
2017-10-28,0.16868018
2017-10-29,0.16869558
2017-10-30,0.16872421
2017-10-31,0.16872421
2017-11-01,0.16873261
2017-11-02,0.16861233
2017-11-03,0.16885959
2017-11-04,0.16916253
2017-11-05,0.1695535
2017-11-06,0.16830875
2017-11-07,0.16840678
2017-11-08,0.16880436
2017-11-09,0.16909115
2017-11-10,0.16891266
2017-11-11,0.16896023
2017-11-12,0.16888891
2017-11-13,0.16904122
2017-11-14,0.16769393
2017-11-15,0.1678283
2017-11-16,0.1677234
2017-11-17,0.16887349
2017-11-18,0.16886541
2017-11-19,0.20431124
2017-11-20,0.2237777
2017-11-21,0.2276871
2017-11-22,0.21753816
2017-11-23,0.2092323
2017-11-24,0.2302095
2017-11-25,0.25529245
2017-11-26,0.25216284
2017-11-27,0.29097417
2017-11-28,0.33088884
2017-11-29,0.2620677
2017-11-30,0.26206774
2017-12-01,0.24345528
2017-12-02,0.23702122
2017-12-03,0.24760966
2017-12-04,0.25498986
2017-12-05,0.31277835
2017-12-06,0.3383472
2017-12-07,0.33796096
2017-12-08,0.53786814
2017-12-09,0.47513446
2017-12-10,0.5109647
2017-12-11,0.29540166
2017-12-12,0.4214682
2017-12-13,0.38318658
2017-12-14,0.31835943
2017-12-15,0.7703678
2017-12-16,0.7657684
2017-12-17,0.7725932
2017-12-18,0.696006
2017-12-19,0.60997003
2017-12-20,0.6092906
2017-12-21,0.5497021
2017-12-22,0.6701655
2017-12-23,0.65323275
2017-12-24,0.6021601
2017-12-25,0.5594166
2017-12-26,0.5797755
2017-12-27,0.5736543
2017-12-28,0.53444433
2017-12-29,0.54471916
2017-12-30,0.53431445
2017-12-31,0.55988777
2018-01-01,0.5254348
2018-01-02,0.4255982
2018-01-03,0.38843608
2018-01-04,0.3747721
2018-01-05,0.27691922
2018-01-06,0.24152766
2018-01-07,0.22974782
2018-01-08,0.28667748
2018-01-09,0.31298387
2018-01-10,0.27732727
2018-01-11,0.2594125
2018-01-12,0.2996983
2018-01-13,0.2968083
2018-01-14,0.34127176
2018-01-15,0.34230268
2018-01-16,0.33698538
2018-01-17,0.35538995
2018-01-18,0.39033467
2018-01-19,0.3611377
2018-01-20,0.31900468
2018-01-21,0.33317474
2018-01-22,0.26480436
2018-01-23,0.30959344
2018-01-24,0.35797632
2018-01-25,0.35484836
2018-01-26,0.31921503
2018-01-27,0.3310383
2018-01-28,0.2572283
2018-01-29,0.30030364
2018-01-30,0.3149382
2018-01-31,0.39856452
2018-02-01,0.40030277
2018-02-02,0.3618072
2018-02-03,0.44197154
2018-02-04,0.40492398
2018-02-05,0.39567947
2018-02-06,0.3558228
2018-02-07,0.28203633
2018-02-08,0.28034025
2018-02-09,0.24351804
2018-02-10,0.2391182
2018-02-11,0.1956898
2018-02-12,0.2040642
2018-02-13,0.19587462
2018-02-14,0.19845906
2018-02-15,0.21370415
2018-02-16,0.1856594
2018-02-17,0.1744704
2018-02-18,0.17389925
2018-02-19,0.18419452
2018-02-20,0.18480633
2018-02-21,0.17403837
2018-02-22,0.1753769
2018-02-23,0.1753769
2018-02-24,0.1763915
2018-02-25,0.17640303
2018-02-26,0.17753272
2018-02-27,0.17732164
2018-02-28,0.17729004
2018-03-01,0.17693727
2018-03-02,0.17680134
2018-03-03,0.17764097
2018-03-04,0.1774806
2018-03-05,0.1765231
2018-03-06,0.17549263
2018-03-07,0.17643817
2018-03-08,0.17622247
2018-03-09,0.17580657
2018-03-10,0.17521249
2018-03-11,0.17622948
2018-03-12,0.1756915
2018-03-13,0.17360315
2018-03-14,0.1762628
2018-03-15,0.17622317
2018-03-16,0.17641617
2018-03-17,0.17290477
2018-03-18,0.17417456
2018-03-19,0.1762424
2018-03-20,0.17614773
2018-03-21,0.17686275
2018-03-22,0.17706065
2018-03-23,0.17710587
2018-03-24,0.1751305
2018-03-25,0.17575891
2018-03-26,0.17525177
2018-03-27,0.1745854
2018-03-28,0.17359787
2018-03-29,0.17388177
2018-03-30,0.17195374
2018-03-31,0.17302568
2018-04-01,0.1752885
2018-04-02,0.17359324
2018-04-03,0.17207144
2018-04-04,0.176916
2018-04-05,0.17133257
2018-04-06,0.17594106
2018-04-07,0.17634438
2018-04-08,0.17657478
2018-04-09,0.17591693
2018-04-10,0.17606525
2018-04-11,0.17657174
2018-04-12,0.17610611
2018-04-13,0.17582382
2018-04-14,0.17369391
2018-04-15,0.17231606
2018-04-16,0.17241871
2018-04-17,0.17241871
2018-04-18,0.17272194
2018-04-19,0.17327152
2018-04-20,0.17417961
2018-04-21,0.1703615
2018-04-22,0.17229141
2018-04-23,0.17109859
2018-04-24,0.17116375
2018-04-25,0.17051129
2018-04-26,0.17013343
2018-04-27,0.1701902
2018-04-28,0.17139854
2018-04-29,0.17139854
2018-04-30,0.16950741
2018-05-01,0.16986127
2018-05-02,0.17020209
2018-05-03,0.17090951
2018-05-04,0.17100935
2018-05-05,0.1710908
2018-05-06,0.16937536
2018-05-07,0.1718613
2018-05-08,0.1709963
2018-05-09,0.17313202
2018-05-10,0.17331442
2018-05-11,0.17321233
2018-05-12,0.17424738
2018-05-13,0.17475544
2018-05-14,0.1727422
2018-05-15,0.17372984
2018-05-16,0.17372984
2018-05-17,0.17372984
2018-05-18,0.173321
2018-05-19,0.17389034
2018-05-20,0.17360489
2018-05-21,0.17330761
2018-05-22,0.1727887
2018-05-23,0.17283724
2018-05-24,0.17330459
2018-05-25,0.16866712
2018-05-26,0.16868557
2018-05-27,0.16923948
2018-05-28,0.16851322
2018-05-29,0.16840002
2018-05-30,0.1685721
2018-05-31,0.1686577
2018-06-01,0.16850404
2018-06-02,0.16851585
2018-06-03,0.16834071
2018-06-04,0.16873187
2018-06-05,0.16864166
2018-06-06,0.1684977
2018-06-07,0.1686703
2018-06-08,0.16871253
2018-06-09,0.16860273
2018-06-10,0.16906917
2018-06-11,0.16889282
2018-06-12,0.1686524
2018-06-13,0.16855651
2018-06-14,0.1688295
2018-06-15,0.1686398
2018-06-16,0.16836263
2018-06-17,0.16906859
2018-06-18,0.16894405
2018-06-19,0.16849148
2018-06-20,0.16922356
2018-06-21,0.16950618
2018-06-22,0.16972773
2018-06-23,0.1695009
2018-06-24,0.16887292
2018-06-25,0.16898024
2018-06-26,0.16861646
2018-06-27,0.16937824
2018-06-28,0.1687461
2018-06-29,0.168669
2018-06-30,0.168669
2018-07-01,0.168669
2018-07-02,
2018-07-03,
2018-07-04,
2018-07-05,
2018-07-06,
2018-07-07,
2018-07-08,
2018-07-09,
2018-07-10,
2018-07-11,
2018-07-12,
2018-07-13,0.16977121
2018-07-14,0.17001602
2018-07-15,0.1709346
2018-07-16,0.16965382
2018-07-17,0.16989863
2018-07-18,0.4699738
2018-07-19,0.44534063
2018-07-20,0.44534063
2018-07-21,0.42665032
2018-07-22,0.43993333
2018-07-23,0.43940157
2018-07-24,0.43637484
2018-07-25,0.43395346
2018-07-26,0.42516682
2018-07-27,0.4412673
2018-07-28,0.4412673
2018-07-29,0.43886408
2018-07-30,0.4213079
2018-07-31,0.4217435
2018-08-01,0.41546556
2018-08-02,0.4279252
2018-08-03,0.42288083
2018-08-04,0.42338985
2018-08-05,0.42338985
2018-08-06,0.42737293
2018-08-07,0.41042337
2018-08-08,0.41042337
2018-08-09,
2018-08-10,
2018-08-11,
2018-08-12,
2018-08-13,0.2850839
2018-08-14,0.31940624
2018-08-15,0.3418411
2018-08-16,0.34236598
2018-08-17,0.4714504
2018-08-18,0.5839979
2018-08-19,0.57192224
2018-08-20,0.55331254
2018-08-21,0.5434673
2018-08-22,0.5887828
2018-08-23,0.5955395
2018-08-24,0.6014988
2018-08-25,0.5841626
2018-08-26,0.5909892
2018-08-27,0.6085497
2018-08-28,0.5966099
2018-08-29,0.5994455
2018-08-30,0.62750643
2018-08-31,0.6364894
2018-09-01,0.60668504
2018-09-02,0.6065129
2018-09-03,0.61147094
2018-09-04,0.61161715
2018-09-05,0.58755356
2018-09-06,0.47941715
2018-09-07,0.47467536
2018-09-08,0.46733904
2018-09-09,0.62614775
2018-09-10,0.6684758
2018-09-11,0.74215174
2018-09-12,0.42843214
2018-09-13,0.5727672
2018-09-14,0.5695122
2018-09-15,0.38033485
2018-09-16,0.5149193
2018-09-17,0.47165206
2018-09-18,0.42950436
2018-09-19,0.38119787
2018-09-20,0.30298406
2018-09-21,0.28943932
2018-09-22,0.28943932
2018-09-23,0.20736174
2018-09-24,0.21529873
