,9 Point Prediction
2018-09-25,0.21991645
2018-09-26,0.22984825
2018-09-27,0.21292125
2018-09-28,0.21248053
2018-09-29,0.20169376
2018-09-30,0.1989835
2018-10-01,0.20726313
2018-10-02,0.2031559
2018-10-03,0.20113532
2018-10-04,0.19424118
2018-10-05,0.18708089
2018-10-06,0.18642654
2018-10-07,0.18572773
2018-10-08,0.18225215
2018-10-09,0.17945416
2018-10-10,0.1768978
2018-10-11,0.17069833
2018-10-12,0.17034198
2018-10-13,0.16967757
2018-10-14,0.1698202
2018-10-15,0.17039742
2018-10-16,0.17089216
2018-10-17,0.16914739
2018-10-18,0.16943878
2018-10-19,0.16926499
2018-10-20,0.16956618
2018-10-21,0.16958867
2018-10-22,0.16931635
2018-10-23,0.16911201
2018-10-24,0.1684786
2018-10-25,0.16886428
2018-10-26,0.1679432
2018-10-27,0.16778472
2018-10-28,0.16978623
2018-10-29,0.16959135
2018-10-30,0.16966462
2018-10-31,0.16987811
2018-11-01,0.16989589
2018-11-02,0.16923821
2018-11-03,0.17052871
2018-11-04,0.17054106
2018-11-05,0.1689663
2018-11-06,0.16949922
2018-11-07,0.16865337
2018-11-08,0.16872314
2018-11-09,0.1698015
2018-11-10,0.16928788
2018-11-11,0.16949886
2018-11-12,0.16906428
2018-11-13,0.16852929
2018-11-14,0.16890071
2018-11-15,0.16874932
2018-11-16,0.16927378
2018-11-17,0.16855441
2018-11-18,0.16893554
2018-11-19,0.16895932
2018-11-20,0.16949092
2018-11-21,0.1694712
2018-11-22,0.16929983
2018-11-23,0.16929983
2018-11-24,0.16979402
2018-11-25,0.17003863
2018-11-26,0.17073378
2018-11-27,0.16984577
2018-11-28,0.16958983
2018-11-29,0.16951592
2018-11-30,0.1698106
2018-12-01,0.17026086
2018-12-02,0.1702288
2018-12-03,0.17229953
2018-12-04,0.17267434
2018-12-05,0.17265633
2018-12-06,0.17097987
2018-12-07,0.17025217
2018-12-08,0.1737992
2018-12-09,0.17295744
2018-12-10,0.17179461
2018-12-11,0.17106146
2018-12-12,0.17200738
2018-12-13,0.17283623
2018-12-14,0.17091627
2018-12-15,0.17722537
2018-12-16,0.17227574
2018-12-17,0.3094403
2018-12-18,0.34062988
2018-12-19,0.39949572
2018-12-20,0.32671818
2018-12-21,0.32784063
2018-12-22,0.25525144
2018-12-23,0.21187642
2018-12-24,0.2293239
2018-12-25,0.26815885
2018-12-26,0.23993121
2018-12-27,0.2834844
2018-12-28,0.3392623
2018-12-29,0.3449108
2018-12-30,0.38494486
2018-12-31,0.46560404
2019-01-01,0.42785057
2019-01-02,0.43310505
2019-01-03,0.5214648
2019-01-04,0.4417214
2019-01-05,0.38601258
2019-01-06,0.36832577
2019-01-07,0.39939106
2019-01-08,0.39057887
2019-01-09,0.38938826
2019-01-10,0.44882688
2019-01-11,0.53886956
2019-01-12,0.45617324
2019-01-13,0.41586888
2019-01-14,0.596648
2019-01-15,0.5704299
2019-01-16,0.6078723
2019-01-17,0.5640681
2019-01-18,0.62247163
2019-01-19,0.45567563
2019-01-20,0.458616
2019-01-21,0.68050724
2019-01-22,0.6465711
2019-01-23,0.5607529
2019-01-24,0.6275844
2019-01-25,0.3733474
2019-01-26,0.3940959
2019-01-27,0.30882967
2019-01-28,0.37317842
2019-01-29,0.3718375
2019-01-30,0.5245346
2019-01-31,0.6257002
2019-02-01,0.6379757
2019-02-02,0.51850706
2019-02-03,0.472968
2019-02-04,0.440886
2019-02-05,0.44939274
2019-02-06,0.447228
2019-02-07,0.46772957
2019-02-08,0.39444432
2019-02-09,0.35825372
2019-02-10,0.40218413
2019-02-11,0.4394287
2019-02-12,0.5806757
2019-02-13,0.46979314
2019-02-14,0.4503512
2019-02-15,0.49942726
2019-02-16,0.47482583
2019-02-17,0.6138322
2019-02-18,0.64094657
2019-02-19,0.44999683
2019-02-20,0.50075907
2019-02-21,0.39767635
2019-02-22,0.47643343
2019-02-23,0.5442116
2019-02-24,0.43627116
2019-02-25,0.44036034
2019-02-26,0.4859463
2019-02-27,0.5000769
2019-02-28,0.3512349
2019-03-01,0.2238634
2019-03-02,0.32659668
2019-03-03,0.45351115
2019-03-04,0.45272616
2019-03-05,0.57794946
2019-03-06,0.5745417
2019-03-07,0.68118554
2019-03-08,0.5649523
2019-03-09,0.3950388
2019-03-10,0.2625985
2019-03-11,0.2612779
2019-03-12,0.20961444
2019-03-13,0.21710768
2019-03-14,0.26328984
2019-03-15,0.2537027
2019-03-16,0.24482594
2019-03-17,0.28718686
2019-03-18,0.28812352
2019-03-19,0.26103958
2019-03-20,0.22974552
2019-03-21,0.2072189
2019-03-22,0.22777787
2019-03-23,0.25472027
2019-03-24,0.2716249
2019-03-25,0.23893881
2019-03-26,0.24763052
2019-03-27,0.24233095
2019-03-28,0.20186527
2019-03-29,0.20282634
2019-03-30,0.20174937
2019-03-31,0.5192083
2019-04-01,0.5012295
2019-04-02,0.18694852
2019-04-03,0.1767657
2019-04-04,0.1882364
2019-04-05,0.1806812
2019-04-06,0.17815192
2019-04-07,0.18030258
2019-04-08,0.17625232
2019-04-09,0.1765549
2019-04-10,0.17720357
2019-04-11,0.18031667
2019-04-12,0.17739572
2019-04-13,0.17732386
2019-04-14,0.1769344
2019-04-15,0.17699702
2019-04-16,0.17387651
2019-04-17,0.17565593
2019-04-18,0.1755158
2019-04-19,0.1749907
2019-04-20,0.17708336
2019-04-21,0.17757541
2019-04-22,0.17817901
2019-04-23,0.17310409
2019-04-24,0.17343882
2019-04-25,0.17259692
2019-04-26,0.17162776
2019-04-27,0.1732254
2019-04-28,0.1732254
2019-04-29,0.17352054
2019-04-30,0.17284326
2019-05-01,0.17253365
2019-05-02,0.17199534
2019-05-03,0.17234407
2019-05-04,0.16927692
2019-05-05,0.16926162
2019-05-06,0.16942619
2019-05-07,0.16914405
2019-05-08,0.16868746
2019-05-09,0.16899677
2019-05-10,0.16936018
2019-05-11,0.16876464
2019-05-12,0.16930993
2019-05-13,0.16930804
2019-05-14,0.16931312
2019-05-15,0.16940187
2019-05-16,0.16906275
2019-05-17,0.16916369
2019-05-18,0.16989104
2019-05-19,0.16875277
2019-05-20,0.16885607
2019-05-21,0.16880919
2019-05-22,0.16900356
2019-05-23,0.16927952
2019-05-24,0.16878496
2019-05-25,0.16915144
2019-05-26,0.1690057
2019-05-27,0.16889371
2019-05-28,0.16901484
2019-05-29,0.16892616
2019-05-30,0.16860418
2019-05-31,0.16861133
2019-06-01,0.16910328
2019-06-02,0.16892162
2019-06-03,0.16879268
2019-06-04,0.16876568
2019-06-05,0.16867152
2019-06-06,0.16870952
2019-06-07,0.16868004
2019-06-08,0.16874273
2019-06-09,0.168501
2019-06-10,0.1685241
2019-06-11,0.16848324
2019-06-12,0.16860054
2019-06-13,0.16824077
2019-06-14,0.1687982
2019-06-15,0.16873078
2019-06-16,0.1717711
2019-06-17,0.17203927
2019-06-18,0.18480563
2019-06-19,0.18543445
2019-06-20,0.1886755
2019-06-21,0.1837007
2019-06-22,0.18575498
2019-06-23,0.18801597
2019-06-24,0.18707804
2019-06-25,0.18547517
2019-06-26,0.186936
2019-06-27,0.18606313
2019-06-28,0.19320802
2019-06-29,0.27227634
2019-06-30,0.27159065
2019-07-01,0.27118558
2019-07-02,
2019-07-03,
2019-07-04,
2019-07-05,
2019-07-06,
2019-07-07,
2019-07-08,
2019-07-09,
2019-07-10,
2019-07-11,
2019-07-12,
2019-07-13,0.17394358
2019-07-14,0.17349534
2019-07-15,0.17367631
2019-07-16,0.17308478
2019-07-17,0.17360744
2019-07-18,0.17300083
2019-07-19,0.17300083
2019-07-20,0.17300083
2019-07-21,0.17300083
2019-07-22,0.17261899
2019-07-23,0.17261899
2019-07-24,0.17689319
2019-07-25,0.17689319
2019-07-26,0.17098604
2019-07-27,0.17099372
2019-07-28,0.17099372
2019-07-29,0.17009525
2019-07-30,0.17012496
2019-07-31,0.16884354
2019-08-01,0.16862242
2019-08-02,0.31753105
2019-08-03,0.29994422
2019-08-04,0.3108787
2019-08-05,0.3670378
2019-08-06,0.3287282
2019-08-07,0.29016322
2019-08-08,0.3300888
2019-08-09,
2019-08-10,
2019-08-11,
2019-08-12,
2019-08-13,0.33643657
2019-08-14,0.3731563
2019-08-15,0.34510967
2019-08-16,0.34146303
2019-08-17,0.34258413
2019-08-18,0.36619484
2019-08-19,0.3773536
2019-08-20,0.38971433
2019-08-21,0.3680346
2019-08-22,0.36569905
2019-08-23,0.3574261
2019-08-24,0.3596015
2019-08-25,0.35348213
2019-08-26,0.32118493
2019-08-27,0.31082278
2019-08-28,0.3118472
2019-08-29,0.3133775
2019-08-30,0.3012032
2019-08-31,0.28478587
2019-09-01,0.27998415
2019-09-02,0.2963748
2019-09-03,0.29027784
2019-09-04,0.2750904
2019-09-05,0.27327308
2019-09-06,0.26672375
2019-09-07,0.26596972
2019-09-08,0.2613057
2019-09-09,0.2715375
2019-09-10,0.28550282
2019-09-11,0.29123628
2019-09-12,0.28798425
2019-09-13,0.30302688
2019-09-14,0.2972753
2019-09-15,0.29481828
2019-09-16,0.28538543
2019-09-17,0.2849245
2019-09-18,0.24960123
2019-09-19,0.2434588
2019-09-20,0.23105371
2019-09-21,0.2048121
2019-09-22,0.22123611
2019-09-23,0.2575862
2019-09-24,0.19505487
2019-09-25,0.21379979
2019-09-26,0.21446152
2019-09-27,0.1793402
2019-09-28,0.1795059
2019-09-29,0.17033719
2019-09-30,0.17234984
2019-10-01,0.17337096
2019-10-02,0.17429368
2019-10-03,0.1704884
2019-10-04,0.1691625
2019-10-05,0.1704988
2019-10-06,0.16981299
2019-10-07,0.17008138
2019-10-08,0.17089926
2019-10-09,0.1708404
2019-10-10,0.16916224
2019-10-11,0.16891576
2019-10-12,0.16822372
2019-10-13,0.16828649
2019-10-14,0.17041256
2019-10-15,0.16960718
2019-10-16,0.1693317
2019-10-17,0.16902284
2019-10-18,0.16897978
2019-10-19,0.16871583
2019-10-20,0.16877557
2019-10-21,0.16923389
2019-10-22,0.169562
2019-10-23,0.18647565
2019-10-24,0.19258335
2019-10-25,0.19886692
2019-10-26,0.20102711
2019-10-27,0.20216589
2019-10-28,0.20244919
2019-10-29,0.25938198
2019-10-30,0.34837425
2019-10-31,0.48523706
2019-11-01,0.4850216
2019-11-02,0.48676538
2019-11-03,0.678062
2019-11-04,0.6912459
2019-11-05,0.845243
2019-11-06,0.8363277
2019-11-07,0.8964146
2019-11-08,0.74902207
2019-11-09,0.8691973
2019-11-10,0.6117535
2019-11-11,0.5470396
2019-11-12,0.38320166
2019-11-13,0.3645343
2019-11-14,0.38254678
2019-11-15,0.37570596
2019-11-16,0.38586783
2019-11-17,0.21413662
2019-11-18,0.41924304
2019-11-19,0.42553025
2019-11-20,0.39843702
2019-11-21,0.3752303
2019-11-22,0.34289598
2019-11-23,0.32527727
2019-11-24,0.31026858
2019-11-25,0.17815553
2019-11-26,0.1765293
2019-11-27,0.25611827
2019-11-28,0.25943667
2019-11-29,0.24586503
2019-11-30,0.22196649
2019-12-01,0.25170466
2019-12-02,0.22855057
2019-12-03,0.21038783
2019-12-04,0.2089174
2019-12-05,0.1955678
2019-12-06,0.23376024
2019-12-07,0.24909057
2019-12-08,0.2200333
2019-12-09,0.20352763
2019-12-10,0.19555356
2019-12-11,0.1828543
2019-12-12,0.17799212
2019-12-13,0.17163168
2019-12-14,0.20015796
2019-12-15,0.2199718
2019-12-16,0.23465487
2019-12-17,0.23910093
2019-12-18,0.25282258
2019-12-19,0.25928432
2019-12-20,0.43357795
2019-12-21,0.5743558
2019-12-22,0.38515717
2019-12-23,0.39977986
2019-12-24,0.3987286
2019-12-25,0.35539618
2019-12-26,0.3430878
2019-12-27,0.34361455
2019-12-28,0.40765882
2019-12-29,0.38771704
2019-12-30,0.4042314
2019-12-31,0.43217114
2020-01-01,0.353297
2020-01-02,0.2879762
2020-01-03,0.285201
2020-01-04,0.27368528
2020-01-05,0.2976852
2020-01-06,0.40614966
2020-01-07,0.40864295
2020-01-08,0.46142513
2020-01-09,0.32472056
2020-01-10,0.3163383
2020-01-11,0.34314668
2020-01-12,0.34518355
2020-01-13,0.3050394
2020-01-14,0.425646
2020-01-15,0.32185692
2020-01-16,0.35515565
2020-01-17,0.31711808
2020-01-18,0.30437165
2020-01-19,0.28238347
2020-01-20,0.3419848
2020-01-21,0.4125358
2020-01-22,0.5159653
2020-01-23,0.4273079
2020-01-24,0.4144798
2020-01-25,0.5765644
2020-01-26,0.5177025
2020-01-27,0.45521307
2020-01-28,0.38500118
2020-01-29,0.587477
2020-01-30,0.4582693
2020-01-31,0.34603095
2020-02-01,0.34610808
2020-02-02,0.5526362
2020-02-03,0.4180436
2020-02-04,0.4148716
2020-02-05,0.31994224
2020-02-06,0.25700462
2020-02-07,0.21599974
2020-02-08,0.27685043
2020-02-09,0.30117446
2020-02-10,0.3642165
2020-02-11,0.3356087
2020-02-12,0.41484305
2020-02-13,0.43668368
2020-02-14,0.35352993
2020-02-15,0.33057076
2020-02-16,0.3848993
2020-02-17,0.28234684
2020-02-18,0.32674074
2020-02-19,0.32391238
2020-02-20,0.34570146
2020-02-21,0.37963593
2020-02-22,0.30335808
2020-02-23,0.30992085
2020-02-24,0.30285376
2020-02-25,0.25589234
2020-02-26,0.23798096
2020-02-27,0.22094426
2020-02-28,0.22045921
2020-02-29,0.1895714
2020-03-01,0.18605663
2020-03-02,0.18366164
2020-03-03,0.18291506
2020-03-04,0.18286191
2020-03-05,0.18298884
2020-03-06,0.17614879
2020-03-07,0.1850319
2020-03-08,0.18261488
2020-03-09,0.17637081
2020-03-10,0.1763578
2020-03-11,0.18306428
2020-03-12,0.19452643
2020-03-13,0.18722972
2020-03-14,0.18385155
2020-03-15,0.24922837
2020-03-16,0.21319355
2020-03-17,0.18758209
2020-03-18,0.19373156
2020-03-19,0.17361958
2020-03-20,0.1734992
2020-03-21,0.18046822
2020-03-22,0.1784688
2020-03-23,0.17765526
2020-03-24,0.17703167
2020-03-25,0.17664658
2020-03-26,0.17697279
2020-03-27,0.17984849
2020-03-28,0.19806863
2020-03-29,0.2033372
2020-03-30,0.18765807
2020-03-31,0.26499364
2020-04-01,0.21197304
2020-04-02,0.20066713
2020-04-03,0.18129404
2020-04-04,0.19624637
2020-04-05,0.18618463
2020-04-06,0.19011511
2020-04-07,0.19923781
2020-04-08,0.19012879
2020-04-09,0.22071324
2020-04-10,0.24424003
2020-04-11,0.20289324
2020-04-12,0.18826047
2020-04-13,0.20081158
2020-04-14,0.20081158
2020-04-15,0.23063336
2020-04-16,0.2816281
2020-04-17,0.28068066
2020-04-18,0.27230585
2020-04-19,0.32625645
2020-04-20,0.28716764
2020-04-21,0.27218848
2020-04-22,0.28709173
2020-04-23,0.19266711
2020-04-24,0.1940271
2020-04-25,0.18834518
2020-04-26,0.19701655
2020-04-27,0.18923277
2020-04-28,0.18049406
2020-04-29,0.18159132
2020-04-30,0.17861263
2020-05-01,0.17654993
2020-05-02,0.174207
2020-05-03,0.17576377
2020-05-04,0.17368175
2020-05-05,0.17359601
2020-05-06,0.17214154
2020-05-07,0.17206825
2020-05-08,0.17130151
2020-05-09,0.17184235
2020-05-10,0.17154393
2020-05-11,0.1729144
2020-05-12,0.17161722
2020-05-13,0.1727064
2020-05-14,0.17257018
2020-05-15,0.17223737
2020-05-16,0.17223737
2020-05-17,0.17012556
2020-05-18,0.16961981
2020-05-19,0.17092486
2020-05-20,0.17003773
2020-05-21,0.1708365
2020-05-22,0.17002471
2020-05-23,0.17025189
2020-05-24,0.17025189
2020-05-25,0.17063113
2020-05-26,0.1714335
2020-05-27,0.17030136
2020-05-28,0.17031512
2020-05-29,0.16962852
2020-05-30,0.16913883
2020-05-31,0.1691866
2020-06-01,0.1686927
2020-06-02,0.16860528
2020-06-03,0.16877483
2020-06-04,0.1685565
2020-06-05,0.16938926
2020-06-06,0.16997667
2020-06-07,0.16958682
2020-06-08,0.16947572
2020-06-09,0.16960616
2020-06-10,0.16959159
2020-06-11,0.16963859
2020-06-12,0.16894184
2020-06-13,0.16866215
2020-06-14,0.16834183
2020-06-15,0.16853978
2020-06-16,0.16842492
2020-06-17,0.16858295
2020-06-18,0.16846137
2020-06-19,0.16837603
2020-06-20,0.1683362
2020-06-21,0.16834924
2020-06-22,0.16933064
2020-06-23,0.16882087
2020-06-24,0.16850582
2020-06-25,0.16871668
2020-06-26,0.16845183
2020-06-27,0.16994846
2020-06-28,0.17195888
2020-06-29,0.1719179
2020-06-30,0.17080787
