,gap_length,Linear Interpolation (MAPE),Linear Interpolation (RMSE),Polynomial (MAPE),Polynomial (RMSE),Cubic (MAPE),Cubic (RMSE),Mean Imputation (MAPE),Mean Imputation (RMSE),Spatial Linear Interpolation (MAPE),Spatial Linear Interpolation (RMSE),3 Point Prediction (MAPE),3 Point Prediction (RMSE),9 Point Prediction (MAPE),9 Point Prediction (RMSE)
2018-03-27,22,0.0958560243946658,0.0179912753949842,0.372635635395613,0.0643210173840233,0.3909667078514099,0.0662766686402949,0.8650565416062826,0.1212429542852974,0.0607473694017003,0.0109961393917019,0.0477958456976208,0.0084763500125518,0.0688577233137433,0.0110972293341509
2014-01-26,12,1.1186791171778605,0.6334790212230159,1.510602811401291,0.8521727138809015,1.4560840588014334,0.8165100492014914,0.5748524936571184,0.7717542739982608,0.4898850467298996,0.6099499072862852,0.3177725985859083,0.6419464795796676,0.3085312795507915,0.5073345611598058
2020-01-24,12,0.2981041232080911,0.4535057246691515,0.3154347755049871,0.3619379817432263,0.3685842875009938,0.3743117996756691,0.6091434034790115,0.6147812482867275,0.1794378395013194,0.3512608231291736,0.2011277718665937,0.3595450778810324,0.1879338596106725,0.4207013248774073
2017-06-04,16,0.0497902841121132,0.0062434279171671,0.14977745778421,0.0176760975494526,0.1831650253062491,0.0213263008588452,1.450634846864661,0.1554156100090661,0.0554805183217292,0.0066656632210508,0.0637295086714706,0.0076942742951073,0.0625069084549398,0.0073384443861805
2014-08-12,13,0.0320048309178743,0.0063607269817706,0.0633759252091316,0.013181478134707,0.1171725052219757,0.0242844039279427,0.4250776397515526,0.0782142857142856,0.1333786231884058,0.0245894413315959,0.0508161050724637,0.0102633967761993,0.0090437318840579,0.0018609594116834
2014-10-11,22,0.1418221428722174,0.0244856570951576,0.1308149307496811,0.0257633507099691,0.1352365649004306,0.0266581045907876,0.7198595434471201,0.1088639440728598,0.08756467907868,0.0156059666683026,0.0315905686818582,0.0076689480189139,0.0689799816569238,0.0175188763389271
2017-01-30,14,0.3518627192547395,0.1539015039454347,2.128121003145123,0.9954485448241404,2.4429550457833256,1.0665760827726676,0.284921062663647,0.141319841712033,0.1420933055795357,0.077303703016091,0.1031387648904218,0.0509806977058251,0.1177939477998983,0.0497526120715291
2015-09-03,11,0.1162860616605,0.017383310593195,0.3271645073781792,0.0485168508909307,0.3655296612419917,0.0536936658675207,0.8891806653000708,0.1233163947704529,0.0402362616640764,0.0071760778807089,0.039815984853615,0.0070446769843774,0.0680324500898294,0.0119212734242395
2013-04-28,21,0.0925270349591719,0.0126276095021635,0.1101922173145075,0.0155157945991568,0.1503960389762072,0.021014854305184,1.1301972944646088,0.1385714880625349,0.0375972060308769,0.0063854081701955,0.0406682085655515,0.0063644784542311,0.0340564368801536,0.0064249994765277
2014-02-27,23,0.937408476947754,0.4004732325636758,3.059096458604175,1.176985512682651,3.155571981897125,1.20386245052413,0.4143991360861072,0.4192165667198059,0.4429171695695977,0.2814927653782068,0.4074563639518112,0.3405086001933035,0.2247877059010817,0.1658011026171149
2018-02-13,21,0.1225421653175736,0.024639816423011,0.4327743236705352,0.0828482769045733,0.6354158407327097,0.117641388907253,0.5577727346947804,0.0932155731014242,0.2642986828262449,0.058019754423895,0.1633868516011068,0.0405392864284658,0.2907635751858869,0.0551314069042349
2015-11-28,21,0.1058132176947268,0.0279019315919393,0.1298629773393507,0.0337557189247905,0.1197562929329336,0.0317482151573511,0.2954457039969424,0.0622899348004139,0.0754806864703296,0.0208941630877229,0.1128547147910998,0.0303658604405238,0.0840825951382522,0.0221388167188771
2018-09-13,18,0.1818706748622356,0.0753037969966008,1.8313402468579536,0.8008778310707754,1.9236351604977748,0.7882673772958584,0.2865809299747162,0.154245860222527,0.1729543343094086,0.0806904263299915,0.1546695442654977,0.0873809639306646,0.0999109927304181,0.053388143054119
2018-12-19,16,0.7206457120656753,0.2983375898845574,1.328119003561108,0.5370571505588573,1.236150604291523,0.4994479751010822,0.3781798699760235,0.2626933656985806,0.2319207856558484,0.1023546898620903,0.1144952242190096,0.0663237655260759,0.1859461219949384,0.0878277010311898
2020-04-01,21,0.1421882846694142,0.0378362134916193,0.8102022263025493,0.2084575760953856,0.8654379087455603,0.2187670593225568,0.1842081984725388,0.0494403676295767,0.1506494235258892,0.0404409993919312,0.1912793258344688,0.0488598329265879,0.1881442999090691,0.0572926915311357
2015-06-01,13,0.1032225987961051,0.02146100191451,0.0561330259659698,0.0114204675845288,0.051243660034669,0.0109882407005989,0.6692107411190497,0.1043949219110575,0.1684145470751931,0.0310731962756603,0.0846978352523483,0.017010366708844,0.1722820696833865,0.033076262656608
2013-06-11,16,0.2072916854124834,0.0184138310004542,0.1431231017707156,0.0183475387221033,0.1498164613650486,0.0199256343890448,2.41096933679735,0.17666410182724,0.0792563985132977,0.0063760017926239,0.0338789205348037,0.0044478196481901,0.0649870271918474,0.0066800777923332
2013-03-14,22,0.1783304648821285,0.0456316511266145,0.3707814898457337,0.0717334462554546,0.3795323599837585,0.0731611520983867,0.743880869470861,0.1114043515434711,0.1502971895753454,0.0416038430368491,0.1489803576346637,0.0375673885415732,0.1368788161695267,0.0409244861830782
2016-02-01,18,0.2266638310497396,0.0720841522111483,0.9906933905605496,0.3231797488996491,1.1082194347220835,0.338856051174903,0.2405002450594482,0.0868929257171962,0.1723263506344831,0.0854955369718517,0.2242854037394764,0.097677796449125,0.2624932328197922,0.0918761864837747
2020-04-02,15,0.1629377574415531,0.039345892602734,0.3400480989283968,0.0781431956265869,0.3095649517137886,0.0713504842036967,0.2134276801758154,0.0514161168275285,0.1605930749050727,0.0405817197339208,0.1807208072294051,0.042288989456765,0.1750031825441893,0.0440548448045838
2014-06-03,21,0.025138507519902,0.0041314852003213,0.2404192447570813,0.0331389276712621,0.2990426269555684,0.0400816037355675,1.1792393021300471,0.1424575715886193,0.037789313276982,0.0054809199003949,0.058855030038907,0.0082066694009081,0.0595459121495751,0.0080148344671194
2017-05-21,17,0.098816821435825,0.0123126901683298,0.1030415658788247,0.0140407520363373,0.0889225663774105,0.0121931318514776,1.5334479268312644,0.1592529129380016,0.0456975539306906,0.0054387370878827,0.04680951004884,0.0054751142648432,0.0355335787992456,0.004464114214652
2013-12-15,11,1.6500869177091764,0.5876281584166151,1.3452254072042698,0.5855571077211814,1.0131672294808685,0.4408140129294265,0.3675497228886275,0.4533039249056768,0.4785926485484599,0.3278810720304442,0.1868318465430111,0.2700725686223378,0.2216729309373336,0.1126242739695232
2019-11-19,11,0.230287857297055,0.1855315820789494,0.5935734938562125,0.4075796214693775,0.7162219481062587,0.4596884745164211,0.5304768061569236,0.3890329856116266,0.2379203632549272,0.179051752149809,0.2241721532298047,0.1337020610969335,0.2424002384886968,0.1881132526372441
2017-01-27,10,0.2272595167317564,0.1268184148833889,1.6154684470807594,0.8639764600354768,1.7954034866270627,0.919723123672208,0.3810982348884031,0.2219497997361293,0.2688376414657429,0.1594154895091896,0.159901987650826,0.0970678350419027,0.1168859848763991,0.0583858980036985
2016-02-23,18,0.0698162159717479,0.0136514892189364,0.3449776590458274,0.0706152608367956,0.3693684079296286,0.0740440816711262,0.6523178697490851,0.1026775000666208,0.0815966902764196,0.0159694918846102,0.1034554702591667,0.0230909929664446,0.2730910577470296,0.0489848409131339
2016-01-17,15,0.3205783811186522,0.0995916847757411,0.733251224984061,0.2783801482084995,0.8048081955981632,0.2994854297143713,0.3007807905147526,0.109284084287618,0.2816415684067505,0.0931541009480393,0.3019923923644924,0.0955097709624271,0.2039811002678206,0.0689613708239078
2014-09-16,20,0.0740411525910938,0.0130480298225855,0.4483164818977139,0.0735994489814626,0.4873449606408209,0.0799268303477341,0.6940775025588948,0.1072592275079826,0.0526715294869797,0.0101870526486647,0.0628266848861368,0.0107666921764072,0.0656379925230306,0.0131132113364136
2013-03-04,12,0.1265438910553567,0.030220071926664,2.9398098055505852,0.6125222041526531,3.2445808271599708,0.6485693566306379,0.4504146644617165,0.0820538036183945,0.1433199746010507,0.0322982086011926,0.1216671021180526,0.0382144182867977,0.1381616256172582,0.0315100124526773
2016-04-09,23,0.0650666292555434,0.011198883872958,1.235108467284398,0.1690501920287889,1.395873472442088,0.1853365523508131,1.289087470352138,0.1466733946183756,0.0773566297491291,0.0116596426027987,0.0513217854447027,0.0082083825431445,0.0625877837286404,0.0100990185173269
2013-01-08,22,0.3888962466203966,0.3048603386584692,3.184337328168945,1.486230161729948,3.5924351769262044,1.624763037971411,0.3484398702686948,0.3131713983266444,0.3016423429968324,0.1862631932286415,0.2089416858357574,0.2152111634282928,0.1301221846741586,0.0883890558601612
2014-09-12,18,0.0814490072521291,0.0161678693710705,0.1772672186034626,0.0347561541503825,0.156789334820268,0.0302089978884282,0.5626048685059051,0.0944605651580348,0.044038469527066,0.0093005376188691,0.0546461189424166,0.0102084348864507,0.0700088936880522,0.0150622853039227
2013-04-01,21,0.1347999134624238,0.051596756646544,0.1176046848810526,0.0475686646355724,0.1227299231137384,0.0457372128025262,0.723522799770169,0.1101058727439375,0.1295705021369843,0.0406060970007751,0.110561043733024,0.0349867569501211,0.1165127703759615,0.0413705723465103
2014-11-07,14,0.0490278481768052,0.009300985610855,0.1904706206226086,0.0394524511511587,0.2094056530461935,0.0402219697521301,0.646219837669449,0.1029965313883767,0.0443572769633316,0.0090406489442591,0.0586068146527426,0.011566535759545,0.0715862116255461,0.0142051780236841
2015-05-04,12,0.0762151982261401,0.0100956959603128,0.0693741643676479,0.0090106164260554,0.0695462523376439,0.0088830796996238,1.347847330647484,0.150356114162581,0.0583645968359346,0.0079299062706654,0.047314414403993,0.0063621290095928,0.0607699244579826,0.0081405101759346
2016-09-19,12,0.0993741240178443,0.0219558122670898,0.0497597110750588,0.0099067787674325,0.0510929989944121,0.0102465361918339,0.5858592324505101,0.0968570268695393,0.0570992883104668,0.0138211011333562,0.0665780702984451,0.0149925269306591,0.06713243582713,0.0163333203157097
2015-07-20,22,0.1688060227098979,0.030439177736597,1.079815025358014,0.1886903810910154,1.2903984389274892,0.2252211770269034,0.5063020810548968,0.0882312857738955,0.0525116778374014,0.0122325943134056,,,,
2014-09-18,18,0.0581878536923839,0.0104813116897095,0.4396651821799563,0.0718688775728205,0.5200485629800607,0.0850927711780415,0.7153588012936486,0.1091704915408839,0.0559932751346059,0.0106392319543728,0.0660843116973856,0.0111192484422632,0.0676441764182794,0.0134467163532479
2020-03-08,15,0.0829048373355752,0.0305470346110618,0.2062771730220065,0.0481076360692579,0.1808098910222884,0.0428055460917054,0.261065127553753,0.0589914370124994,0.174474918966161,0.0462760167534166,0.2441747259422992,0.060122168409412,0.1757617325495435,0.0434544294983969
2014-11-06,14,0.0697875975708424,0.0139814609394011,0.1293268418001699,0.0233838002676885,0.1268276037503738,0.0228931429471611,0.6414404216636231,0.1025294840953568,0.0482698785893479,0.0093759999466723,0.0592979571621932,0.011673101169794,0.0734430347574399,0.0145051715924238
2013-10-31,9,0.1191138428182173,0.0232723011324621,0.3906564254240373,0.0777938751411765,0.4194062927096297,0.0794999544971845,0.5426425128329083,0.0925447880787372,0.1080189176005794,0.032069943093183,0.1463972492347414,0.0429393550910605,0.1489170471271548,0.0384666675685501
2016-07-20,15,0.1219590780727575,0.0861136616489855,0.0648149656600432,0.0502190663631399,0.0617269517500166,0.0470420889322732,0.4934347051998589,0.2612973408627324,0.0804668919768854,0.0569686630651322,,,,
2018-04-08,13,0.089177611932054,0.0148166037279717,0.1023976085434691,0.0156931928414351,0.1783838114135039,0.0283283052915401,0.9816507987433598,0.1297051038655736,0.055878627600076,0.0092387117415177,0.0512123829731761,0.0080759702134781,0.0573532701260306,0.0087423019386802
2014-08-26,10,0.0199056317804912,0.0057731746426507,0.0371936062584946,0.0082963477692914,0.0246605550246225,0.0063718452106889,0.4228839624693192,0.0780335707433616,0.0610640321541724,0.0144621370858842,0.0442295291164909,0.0101841526107432,0.0336911981788346,0.0073562056407288
2017-11-16,12,0.1550541692972681,0.0467936785436703,0.1888164149623675,0.0606059012408725,0.1952400815347785,0.0611681783909219,0.1748267734065022,0.0467325453790985,0.1302203294191292,0.0371316686577332,0.1974256643601568,0.07082663600534,0.0761388150735239,0.0190737045028777
2017-05-16,10,0.0590434223829351,0.007965202096899,0.044638737410733,0.0062075636800386,0.0574013525797213,0.0077008543900135,1.3102164547481383,0.1483689747943747,0.0325829649857959,0.0046913241976304,0.037015997391998,0.0046091827776288,0.0327955616922092,0.0044490737322729
2015-05-15,19,0.2250505761604299,0.0305461269724309,0.176571474231212,0.0279344306446997,0.1492586169660634,0.0241782869202871,1.2653144672103545,0.1469343713820784,0.0345084589991004,0.0044799030402454,0.0374044869287947,0.0052874932880275,0.0408903662843446,0.0056797416753878
2015-04-06,12,0.0466037267865877,0.0065816928915501,0.0319768622612418,0.0058233735777923,0.0376491259674399,0.0064770247777987,1.191159927885504,0.1427449966243754,0.0267413387807174,0.0041083580381012,0.0394341390756788,0.0058007114368481,0.033206482197768,0.0049275101947592
2018-05-23,23,0.1636219538847685,0.0190582440604234,0.2487166879598035,0.0289545300680372,0.3097555907904162,0.0345960980995289,1.4599994740523936,0.1559235616392312,0.0335540073679536,0.005200285448896,0.0473096044022146,0.0069471837765525,0.0551429968591883,0.0065879250553738
2017-05-11,20,0.0571533679042222,0.0077460365511067,0.1366888339541791,0.0172005959380294,0.1178694807260408,0.0149733409584162,1.2928450597725218,0.1477348436725074,0.0318750635624774,0.0047244771693606,0.0378534157532601,0.0046967400727353,0.0336044494315199,0.0052399426738038
2014-09-03,18,0.0691347186669913,0.0159843673631457,0.1769834938162954,0.0383838568541291,0.1674711113309296,0.0356013875534165,0.4418228694716959,0.0805431082352745,0.0461618124388733,0.0105404140785534,0.0499449751122371,0.0111220290092398,0.079397004704657,0.0169308425061331
2016-03-30,19,0.0777440563098785,0.0143466991945108,0.3481964842534583,0.0523252703446876,0.3936164738229007,0.0575417033988044,0.8918148973344993,0.1235187663607225,0.0697146461369105,0.0124311855830407,0.0704214906966487,0.0130993526843037,0.0757696285157732,0.0129778821273114
2018-05-04,20,0.2378287141641095,0.0348991745024489,0.2497546543167216,0.0380094761992928,0.2509602576452855,0.0383443901388353,1.0264877943737294,0.1325437092242795,0.0735910643371385,0.0110428683083785,0.0579434434930323,0.0086140174020247,0.0754714619546115,0.0119347123820106
